순번,허가일자,상호,설비용량_kW,설치장소,원동력종류,상태
1540,2014-09-03,(주)유림이피씨 (해상태양광),1000,강원특별자치도 고성군 간성읍 해상리 산 96번지 산96-1,태양광,사업개시
1541,2014-09-03,(주)포시즌 포시즌태양광발전소,98.8,강원특별자치도 원주시 상무향평길 64,태양광,사업개시
1542,2014-08-20,양구군공영버스 태양광발전소,98.8,강원특별자치도 양구군 양구읍 정림리 146번지 3호,태양광,사업개시
1546,2014-08-19,동홍천 태양광발전소,18,강원특별자치도 홍천군 구룡령로 214-10,태양광,사업개시
1547,2014-08-19,일산 태양광발전소,10,강원특별자치도 원주시 일산초교길 32-6 (일산동),태양광,사업개시
1548,2014-08-05,한탄강 태양광발전소,15,강원특별자치도 철원군 중간상사길 39-29,태양광,사업개시
1549,2014-08-05,태봉태양광발전소,15,강원특별자치도 철원군 태봉로 2120-15,태양광,사업개시
1551,2014-08-05,동해 태양광발전소,36.04,강원특별자치도 동해시 배골길 4 (이도동),태양광,사업개시
1552,2014-08-05,부경주식회사,999,강원특별자치도 정선군 임계면 낙천리 767번지 22호 767-23,태양광,사업개시
1553,2014-08-04,임가네 태양광발전소,300,강원특별자치도 횡성군 수류암로 313-19,태양광,사업개시
1556,2014-07-28,삼성솔라2호태양광발전소,270.72,강원특별자치도 양양군 현남면 정자리 산 45번지,태양광,사업개시
1558,2014-07-24,(주)더원산업,50.35,강원특별자치도 횡성군 둔내면 현천리 산 134번지 1호 산134-6,태양광,사업개시
1559,2014-07-24,요한 태양광발전소,99,강원특별자치도 횡성군 공근면 부창리 295번지 1호 291,태양광,사업개시
1560,2014-07-24,안동철1호 태양광발전소,23.25,강원특별자치도 영월군 두산길 665-26,태양광,사업개시
1562,2014-07-24,대한태양광발전소,99,강원특별자치도 춘천시 지내고탄로 199-34,태양광,사업개시
1563,2014-07-24,광전쏠라하우스,22.4,강원특별자치도 양양군 인구중앙길 46,태양광,사업개시
1618,2014-07-18,온새미 태양광발전소,99.84,강원특별자치도 횡성군 둔내면 용현로329번길 102,태양광,사업개시
