순번,허가일자,상호,설비용량_kW,설치장소,원동력종류,상태
624,2016-09-23,지이케이(GEK) 태양광발전소,1726.38,강원특별자치도 평창군 방림면 운교리 산 292번지 1호,태양광,사업개시
625,2016-09-23,(주)브이엘코리아 (내린천3 태양광발전소),2500.74,"강원특별자치도 홍천군 내면 자운리 575-3 ,산305-1,산305-13",태양광,사업개시
626,2016-09-23,케이솔라이호(주)(SD에너지 태양광발전소),1598.4,강원특별자치도 인제군 인제읍 귀둔리 262번지 8호,태양광,사업개시
627,2016-09-23,호순 태양광발전소,496.12,"강원특별자치도 인제군 인제읍 귀둔리 263-5 ,263-11,산100-1",태양광,공사진행
628,2016-09-21,(주)율문쏠라테크 태양광발전소,2097.9,"강원특별자치도 춘천시 신북읍 율문리 산 5번지 6호 (산5-7,산6-8, 신동 산13-9)",태양광,사업개시
629,2016-09-21,(주)미래 태양광발전소,2965.41,강원특별자치도 춘천시 신북읍 율문리 산 4번지 1호,태양광,사업개시
630,2016-09-21,와이엔솔라(주) 태양광발전소,2001.51,"강원특별자치도 춘천시 신북읍 율문리 산 5번지 1호 (산6-4, 산6-6, 496)",태양광,사업개시
631,2016-09-21,(주)춘천쏠라테크 태양광발전소,2778.3,"강원특별자치도 춘천시 신북읍 율문리 산 5번지 5호 (산6-7,신동 산13-8)",태양광,사업개시
633,2016-09-08,씨그마렌텍3원주태양광(주) 태양광발전소,2378.34,강원특별자치도 원주시 호저면 무장리 산 76번지,태양광,사업개시
640,2016-09-01,솔라에쿼원주026(유)(솔라파크원주 태양광발전소),1918.35,강원특별자치도 원주시 부론면 흥호리 산 62번지 1호,태양광,사업개시
642,2016-09-01,썬플러스에너지6호(주) 태양광발전소,816.48,강원특별자치도 고성군 토성면 도원리 산 167번지,태양광,사업개시
643,2016-09-01,(주)명종솔라 ((주)명종솔라(횡성) 태양광발전소),850.23,"강원특별자치도 횡성군 횡성읍 읍상리 214번지 4호 (외 18필지,도로점용허가부지)",태양광,사업개시
645,2016-08-29,(주)브이엘코리아 (내린천 태양광발전소),1399.68,"강원특별자치도 홍천군 내면 자운리 산 14-1 ,1044",태양광,사업개시
646,2016-08-29,(주)새금풍력태양광1호 (유천SG 태양광발전소),2028.8,"강원특별자치도 정선군 여량면 유천리 산 45번지 (49,49-2)",태양광,사업개시
649,2016-08-12,현천리 태양광발전소,805.12,강원특별자치도 횡성군 둔내면 현천리 1039번지 외 18필지,태양광,사업개시
651,2016-08-12,케이솔라일호(주)(케이솔라일호 임계태양광발전소),499,강원특별자치도 정선군 임계면 봉산리 598번지 51호,태양광,사업개시
652,2016-08-03,영후 태양광발전소,789.44,"강원특별자치도 영월군 한반도면 후탄리 1148번지 ,1147,산221-1",태양광,사업개시
653,2016-08-03,에스에너지태양광발전소(주) (터보1호 태양광발전소),2001,"강원특별자치도 홍천군 북방면 소매곡리 산 51번지 ,산53,산54",태양광,사업개시
654,2016-08-03,(주)해바람 (무이 태양광발전소),1485,강원특별자치도 평창군 봉평면 무이리 산 70번지 (산71),태양광,사업개시
655,2016-08-03,(주)동화 (백운 태양광발전소),2485,강원특별자치도 평창군 봉평면 무이리 산 73번지 (959),태양광,사업개시
659,2016-08-02,(주)피엠케이평안태양광발전소,999,강원특별자치도 평창군 미탄면 평안리 산 53번지,태양광,사업개시
664,2016-07-21,썬플러스에너지2호(주) 태양광발전소,998.82,"강원특별자치도 고성군 간성읍 광산리 산 106번지 1호 산106-2,360,361)",태양광,사업개시
669,2016-06-28,(주)준규솔라 태양광발전소,2997.68,"강원특별자치도 홍천군 내면 율전리 산 171번지 1호 (173-1,173-3)",태양광,사업개시
671,2016-06-28,에스플래닛이십구호(주) (에스플랜트11호 태양광발전소),2996.46,강원특별자치도 홍천군 북방면 소매곡리 산 56번지 산58,태양광,사업개시
674,2016-06-28,(주)가곡솔라,999,"강원특별자치도 삼척시 가곡면 탕곡리 산 10번지 5호 (545,546)",태양광,사업개시
678,2016-06-08,(주)자혜태양광 태양광발전소,999,"강원특별자치도 양구군 해안면 만대리 957번지 1호 (953, 954, 955, 956)",태양광,사업개시
679,2016-06-08,부경 주식회사(부경(주) 태양광발전소),949.5,"강원특별자치도 홍천군 내면 자운리 1085번지 81호 (1085-58,-59,-80,-82,-373,-372)",태양광,사업개시
680,2016-06-08,(주)정선 태양광발전소,1497.96,"강원특별자치도 정선군 신동읍 방제리 123번지 1호 (123-2,123-2,124,124-1,125)",태양광,사업개시
681,2016-06-08,(주)방제에너텍 태양광발전소,2991.6,"강원특별자치도 정선군 신동읍 방제리 50번지 (51,52,53-1,123-1,123-2)",태양광,사업개시
682,2016-06-08,횡성2호 태양광발전소,496,강원특별자치도 횡성군 둔내면 자포곡리 32번지 6호,태양광,사업개시
683,2016-06-08,횡성1호 태양광발전소,999,강원특별자치도 횡성군 둔내면 자포곡리 32번지 4호,태양광,사업개시
684,2016-06-08,(주)뉴젠일렉트릭 (원주시매립지가스발전소),980,강원특별자치도 원주시 흥업면 사제리 185번지,바이오가스,사업개시
686,2016-05-24,화성엔지니어링(주) (화성이엔지철원 태양광발전소),2995.2,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 48호,태양광,사업개시
687,2016-05-24,효성이노텍(주) (효성1호 태양광발전소),2002,강원특별자치도 철원군 갈말읍 문혜리 140번지 48호 산140-37,태양광,공사진행
691,2016-05-02,광명태양광(주) (도마리1호 광명 태양광발전소),1998,강원특별자치도 강릉시 왕산면 도마리 295번지 18호,태양광,사업개시
693,2016-05-02,씨그마렌텍2영월태양광(주) 태양광발전소,1890,강원특별자치도 영월군 남면 토교리 산 156번지 3호,태양광,사업개시
697,2016-04-18,하장2풍력발전(주),3000,강원특별자치도 삼척시 하장면 판문리 산 49번지,풍력,사업개시
702,2016-03-09,강경솔라팜원 삼척6 태양광발전소,623.7,"강원특별자치도 삼척시 미로면 상사전리 98번지 ,(100,산61-1)",태양광,사업개시
703,2016-03-09,강경솔라팜원 삼척7 태양광발전소,671.22,"강원특별자치도 삼척시 미로면 상사전리 301번지 ,(77-1,75-1,75-2,산10-2)",태양광,사업개시
704,2016-03-09,강경솔라팜원 삼척8 태양광발전소,528.66,"강원특별자치도 삼척시 미로면 상사전리 29번지 (29-1,45-2,45-3)",태양광,사업개시
705,2016-03-09,(주)오성 태양광발전소,2000,"강원특별자치도 영월군 산솔면 이목리 산 52번지 ,산59,산61,산61-2,산79-1,277,277-1,278,280,313-1",태양광,사업개시
706,2016-03-07,강경솔라팜원 삼척5 태양광발전소,1283.4,"강원특별자치도 삼척시 미로면 상사전리 3번지 (5,6,7,산95,산96)",태양광,사업개시
707,2016-03-07,삼척지이에스(주) 태양광발전소,998.2,"강원특별자치도 삼척시 근덕면 궁촌리 산 35번지 , 산13",태양광,사업개시
713,2016-01-15,(주)휴먼에너지 (휴먼에너지 태양광발전소),999.18,"강원특별자치도 횡성군 둔내면 현천리 산 493번지 1호 , 384",태양광,사업개시
715,2016-01-04,(주)태정 태양광발전소,750,"강원특별자치도 고성군 토성면 백촌리 465번지 1호 (465-2,-3,-4,-5)",태양광,사업개시
717,2014-09-30,㈜강원학교태양광 (춘천 후평초 태양광발전소),174.72,"강원특별자치도 춘천시 춘천로295번길 17, 후평초등학교(후평동)",태양광,사업개시
718,2015-12-22,(주)선유에너지솔루션 선유에너지 1호 태양광발전소,996.8,강원특별자치도 횡성군 공근면 청곡리 산 9번지 1호,태양광,사업개시
719,2015-12-22,강경솔라팜원 삼척1 태양광발전소,902.88,강원특별자치도 삼척시 원덕읍 임원리 산 277번지,태양광,사업개시
726,2015-10-28,이우 태양광발전소,998.4,"강원특별자치도 횡성군 강림면 월현리 산 505번지 산505-1,1224-2",태양광,사업개시
728,2015-10-23,원대 태양광발전소,695.4,"강원특별자치도 인제군 인제읍 원대리 355-3 ,355-4,354,355,357",태양광,사업개시
729,2015-09-15,(주)상진이레그린솔라 태양광발전소,999.18,"강원특별자치도 인제군 인제읍 덕산리 185번지 186,187,188",태양광,사업개시
730,2015-10-22,진양쏠라주식회사 (진양19호 태양광발전소),999.18,강원특별자치도 화천군 사내면 사창리 산 142번지 5호,태양광,사업개시
731,2015-10-22,진양쏠라주식회사 (진양18호 태양광발전소),999.18,강원특별자치도 화천군 사내면 사창리 산 142번지,태양광,사업개시
732,2015-10-21,(주)이아이에너지 (마현3호 태양광발전소),990,강원특별자치도 철원군 근남면 마현리 388번지 9호 외 9필지,태양광,사업개시
733,2015-10-21,남양주솔라시티(주) (마현2호 태양광발전소),990,강원특별자치도 철원군 근남면 마현리 388번지 6호 외 16필지,태양광,사업개시
734,2015-10-21,(주)에스피브이에너지 (마현1호 태양광발전소),990,강원특별자치도 철원군 근남면 마현리 388번지 4호 외 11필지,태양광,사업개시
737,2015-09-10,평창 소수력개발(주) 소수력발전소,2600,강원특별자치도 평창군 평창읍 도돈리 산 25-1 일원,소수력,인허가
740,2015-09-08,투와이쏠라 태양광발전소,347.76,"강원특별자치도 횡성군 둔내면 조항리 634번지 1호 634-2,634-6,634-7,635,694",태양광,사업개시
741,2015-08-29,햇살주식회사(남전3 태양광발전소),68,강원특별자치도 인제군 남면 남전리 9번지,태양광,사업개시
742,2015-08-21,금강 2호 태양광발전소,995.5,"강원특별자치도 고성군 토성면 운봉리 산 163번지 (산164, 도원리 산52)",태양광,사업개시
743,2015-08-20,한이 2호 태양광발전소,99,강원특별자치도 원주시 소초면 흥양리 산 85번지,태양광,사업개시
744,2015-08-20,대선 태양광발전소,939.6,"강원특별자치도 원주시 소초면 장양리 1622번지 1623-1,1623-2,1623-3,1627,1627-1",태양광,사업개시
745,2015-08-20,나인스타 태양광발전소,999.18,강원특별자치도 원주시 소초면 장양리 93번지 2호,태양광,사업개시
750,2015-08-18,해오름2호 태양광발전소,99,강원특별자치도 양구군 양구읍 공리 125번지 (126-3),태양광,사업개시
751,2015-08-18,해오름1호 태양광발전소,99,"강원특별자치도 양구군 양구읍 공리 116번지 2호 (126-4, 125-3)",태양광,사업개시
762,2015-08-04,기린면발전소 협동조합,360,강원특별자치도 인제군 기린면 현리 540번지 1호,태양광,사업개시
763,2015-08-04,솔밭태양광발전소,99,강원특별자치도 인제군 남면 관대리 산 152번지 23호,태양광,사업개시
764,2015-08-04,덕산2태양광발전소,99,강원특별자치도 인제군 인제읍 덕산리 627번지,태양광,사업개시
765,2015-08-04,덕우태양광발전소,99,강원특별자치도 인제군 인제읍 덕산리 563번지,태양광,사업개시
766,2015-08-04,동원태양광발전소,40,강원특별자치도 영월군 중동면 석항리 186번지,태양광,사업개시
767,2015-07-29,고성발전소,495,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
768,2015-07-29,솔라리스태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
769,2015-07-29,쏠레일태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
770,2015-07-29,해피2태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
771,2015-07-29,천사태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
772,2015-07-29,해리태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
773,2015-07-29,북리태양광발전소4호,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
774,2015-07-29,승원태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 산 119번지 2호,태양광,사업개시
775,2015-07-29,서영태양광발전소,99,강원특별자치도 고성군 죽왕면 오봉리 728-11,태양광,사업개시
778,2015-07-24,삼성솔라파워 주식회사,2484,강원특별자치도 강릉시 강동면 언별리 667번지 1호,태양광,사업개시
779,2015-07-21,둥지태양광발전소,19,강원특별자치도 춘천시 효제길23번길 9 (효자동),태양광,사업개시
787,2015-07-16,(유)광일에너지(광일고성 태양광발전소),998.4,"강원특별자치도 고성군 거진읍 석문리 산 112번지 외6필지(470,471,472,473,476,478)",태양광,사업개시
789,2015-07-16,(유)한빛에너지,998.4,"강원특별자치도 고성군 거진읍 석문리 산 108번지 ,478,465,467",태양광,사업개시
791,2015-07-16,덕현태양광발전소,99.2,강원특별자치도 홍천군 동면 성수리 685번지 11호 685-12,태양광,사업개시
793,2015-07-10,덕산3 태양광발전소,19,강원특별자치도 춘천시 벌말길 90 (석사동),태양광,사업개시
796,2015-07-10,백강 태양광발전소,98.28,강원특별자치도 평창군 미탄면 평안리 289번지 5호,태양광,사업개시
797,2015-07-10,정기수태양광발전소,99.2,강원특별자치도 평창군 궁항동길 260-9,태양광,사업개시
800,2015-07-10,동강 태양광발전소,99,강원특별자치도 영월군 주천면 금마리 1215번지,태양광,사업개시
801,2015-07-06,(합)진광전기소방 (진광솔라태양광발전소),89.32,"강원특별자치도 속초시 농공단지2길 15-48, 진광전기소방 (대포동)",태양광,사업개시
802,2015-07-03,대통2호 태양광발전소,99.2,"강원특별자치도 영월군 한반도면 신천리 615번지 10호 615-10, 615-31, 615-35",태양광,사업개시
803,2015-07-03,준기솔라2호 태양광발전소,99.2,"강원특별자치도 영월군 한반도면 신천리 615번지 11호 615-11, 615-34",태양광,공사진행
804,2015-07-03,성인솔라 태양광발전소,99.2,강원특별자치도 영월군 한반도면 신천리 615번지 1호 615-1,태양광,사업개시
806,2015-07-03,계영태양광발전소,97.2,강원특별자치도 홍천군 화촌면 야시대리 132번지,태양광,사업개시
808,2015-07-03,한일쏠라태양광발전소,97.47,강원특별자치도 철원군 서면 자등리 1031번지,태양광,사업개시
809,2015-07-03,평화쏠라태양광발전소,146.2,강원특별자치도 철원군 갈말읍 문혜리 188번지,태양광,사업개시
814,2015-06-30,디알유통태양광발전소,74.88,강원특별자치도 동해시 이원길 50 (이도동),태양광,사업개시
815,2015-06-30,배골태양광발전소,17.34,강원특별자치도 동해시 배골길 29 (이도동),태양광,사업개시
816,2015-06-30,해바라기 태양광발전소,16.5,강원특별자치도 삼척시 남산길 54 (남양동),태양광,사업개시
817,2015-06-30,주환태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 352번지,태양광,사업개시
818,2015-06-30,아람태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 314-2,태양광,사업개시
820,2015-06-30,썬팩토리1호태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 352번지,태양광,사업개시
821,2015-06-30,승환태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 314-2,태양광,사업개시
822,2015-06-30,썬파워태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 352번지,태양광,사업개시
823,2015-06-30,서훈태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 352번지,태양광,사업개시
825,2015-06-30,미송 태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 352번지,태양광,사업개시
826,2015-06-30,늘해랑태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 314-2,태양광,사업개시
827,2015-06-30,와니후니 태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 314-2,태양광,사업개시
829,2015-06-30,광대한 태양광발전소,99,강원특별자치도 강릉시 왕산면 대기리 산 352번지,태양광,사업개시
831,2015-06-30,(주)서부전설 샤인태양광발전소,99,"강원특별자치도 강릉시 왕산면 대기리 314번지 314-2,314-3,314-4",태양광,사업개시
833,2015-06-30,(주)대명이엔지(솔향태양광발전소),99,강원특별자치도 강릉시 왕산면 대기리 산 314-2,태양광,사업개시
835,2015-06-29,녹원5 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지 나-4,태양광,사업개시
839,2015-06-29,대암 제4호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1087번지 13호,태양광,사업개시
840,2015-06-29,대암 제3호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1087번지 16호,태양광,사업개시
841,2015-06-29,대암 제2호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1087번지 17호,태양광,사업개시
842,2015-06-29,대암 제1호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1087번지 18호 1088-2,태양광,사업개시
843,2015-06-29,명진훈 제5호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 434번지 3호,태양광,사업개시
844,2015-06-29,명진훈 제4호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 434번지 3호,태양광,사업개시
845,2015-06-29,명진훈 제3호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 434번지 3호,태양광,사업개시
846,2015-06-29,명진훈 제2호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 434번지 1호 434-3,태양광,사업개시
847,2015-06-29,명진훈 제1호 태양광발전소,99,강원특별자치도 양구군 양구읍 군량리 434번지 1호,태양광,사업개시
851,2015-06-26,썬플러스에너지(주),993.24,강원특별자치도 고성군 죽왕면 구성리 산 4번지,태양광,사업개시
852,2015-06-26,상유태양광발전소,99,강원특별자치도 홍천군 남면 유치리 287번지 288,태양광,사업개시
853,2015-06-26,명지령신촌마을영농조합법인,99,강원특별자치도 화천군 사내면 용담리 449번지,태양광,사업개시
856,2015-06-19,주바라기태양광발전소,19.5,강원특별자치도 강릉시 공항길43번길 10-7 (병산동),태양광,사업개시
857,2015-06-19,두메마을덕적 태양광발전소,29.96,강원특별자치도 인제군 인제읍 한석산로 704,태양광,사업개시
862,2015-06-22,형주2호태양광발전소,99,강원특별자치도 홍천군 북방면 북방리 563번지 1호 562,태양광,사업개시
863,2015-06-22,형주1호 태양광발전소,99,강원특별자치도 홍천군 북방면 북방리 563번지 1호 562,태양광,사업개시
864,2015-06-22,핫문태양광발전소,97.2,강원특별자치도 평창군 미탄면 평안리 산 51번지,태양광,사업개시
868,2015-06-18,에스비 태양광발전소,200,"강원특별자치도 철원군 서면 와수리 산 5번지 13호 (산5-17,5-18,5-19)",태양광,사업개시
870,2015-06-17,옥도 발전소,300,강원특별자치도 삼척시 미로면 내미로리 210번지 2호,태양광,사업개시
873,2015-06-16,(주)부흥솔라 (제1야수교 태양광발전소),2349.18,강원특별자치도 홍천군 동면 노천리 880번지 외 96필지,태양광,사업개시
874,2015-06-11,천전교회태양광발전소,30.38,강원특별자치도 춘천시 율문3길 49,태양광,사업개시
875,2015-06-12,온달 태양광발전소,98.8,강원특별자치도 영월군 한반도면 신천리 산 226번지,태양광,사업개시
876,2015-06-12,(주)인성티앤씨,850,강원특별자치도 횡성군 봉덕로 313-3,태양광,사업개시
877,2015-06-12,이설2 태양광발전소,95.76,강원특별자치도 강릉시 사천면 판교리 251번지 18호,태양광,사업개시
879,2015-06-12,하늘태양광발전소,97.2,강원특별자치도 평창군 미탄면 평안리 산 51번지,태양광,사업개시
880,2015-06-12,미평태양광발전소,97.2,강원특별자치도 평창군 미탄면 평안리 산 53번지,태양광,사업개시
881,2015-06-12,KD파워 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1368번지,태양광,사업개시
882,2015-06-12,신지제2호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1368번지,태양광,사업개시
883,2015-06-12,신지제1호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 1368번지,태양광,사업개시
884,2015-06-12,봉화산제2호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 576번지,태양광,사업개시
885,2015-06-12,봉화산제1호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 576번지,태양광,사업개시
886,2015-06-12,정림리제3호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 576번지,태양광,사업개시
887,2015-06-12,정림리제1호 태양광발전소,99,강원특별자치도 양구군 동면 팔랑리 576번지,태양광,사업개시
888,2015-06-11,그린솔라영동하이웨이(주) 횡성휴게소(인천방향),248,강원특별자치도 횡성군 영동고속도로 153,태양광,사업개시
889,2015-06-11,그린솔라영동하이웨이(주) 횡성휴게소(강릉방향),322.4,강원특별자치도 횡성군 영동고속도로 154,태양광,사업개시
890,2015-06-11,그린솔라영동하이웨이(주) 평창휴게소(인천방향),248,강원특별자치도 평창군 탑거리길 63,태양광,사업개시
891,2015-06-11,그린솔라영동하이웨이(주) 평창휴게소(강릉방향),117.8,강원특별자치도 평창군 경강로 2159-58,태양광,사업개시
892,2015-06-11,그린솔라영동하이웨이(주) 치악휴게소(부산방향),148.8,강원특별자치도 원주시 치악로 416,태양광,사업개시
893,2015-06-11,그린솔라영동하이웨이(주) 치악휴게소(춘천방향),173.6,강원특별자치도 원주시 다리실2길 32,태양광,사업개시
894,2015-06-11,그린솔라영동하이웨이(주) 강릉휴게소(인천방향),477.4,강원특별자치도 강릉시 영동고속도로 231,태양광,사업개시
895,2015-06-05,영준태양광발전소,48.6,강원특별자치도 춘천시 남산면 풀무골1길 102,태양광,사업개시
896,2015-06-04,자연애 2호 태양광발전소,15,강원특별자치도 양구군 양구읍 공리 160번지 5호,태양광,사업개시
898,2015-05-29,태윤 태양광발전소,19.44,강원특별자치도 원주시 개운동 444번지 3호,태양광,사업개시
899,2015-05-29,삼부태양광발전소,36,강원특별자치도 철원군 갈말읍 군탄리 964번지 11호,태양광,사업개시
901,2015-06-08,대터 태양광발전소,98.28,강원특별자치도 인제군 대터길 22,태양광,사업개시
902,2015-05-28,자연태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
903,2015-05-28,의암 태양광발전소,99,강원특별자치도 원주시 부론면 정산리 494번지 494-1,태양광,사업개시
905,2015-05-28,월현리2호태양광발전소,49.9,강원특별자치도 횡성군 강림면 월현리 1410번지,태양광,사업개시
906,2015-05-28,월현리1호태양광발전소,49.9,강원특별자치도 횡성군 강림면 월현리 1356번지,태양광,사업개시
909,2015-05-27,(주)토산태양광,2999.15,"강원특별자치도 삼척시 하장면 토산리 199번지 산85,산86-1,산87,산89",태양광,사업개시
916,2015-05-20,내대태양광발전소,50,강원특별자치도 철원군 갈말읍 내대리 395번지,태양광,사업개시
917,2015-05-15,행복태양광발전소,49.92,강원특별자치도 홍천군 내촌면 안고래길 106,태양광,사업개시
918,2015-05-15,만대 태양광발전소,98.8,강원특별자치도 홍천군 동면 개운리 774번지,태양광,사업개시
919,2015-05-15,소매곡리에너지타운(유) (소매곡리에너지타운 영농조합법인 태양광발전소),343.2,강원특별자치도 홍천군 북방면 소매곡리 168번지 외 5번지,태양광,사업개시
920,2015-05-15,대암 태양광발전소,396.2,강원특별자치도 인제군 인제읍 가아리 753번지 2호 753-7,태양광,사업개시
925,2015-05-15,산야썬(주) (간촌리 지선 태양광발전소),1706.4,"강원특별자치도 고성군 간성읍 간촌리 산 45번지 산46,277-1,277-2,318",태양광,사업개시
926,2015-05-11,우리 태양광발전소,50.35,강원특별자치도 홍천군 화촌면 내삼포리 288번지,태양광,사업개시
930,2015-05-08,양승모(와이에스태양광),99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
931,2015-05-08,(주)대현인더스 대현태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
932,2015-05-08,광명둘 태양광발전소,99,강원특별자치도 영월군 남면 창원리 717번지 6호,태양광,사업개시
933,2015-05-08,썬플라워 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
934,2015-05-08,빛나네태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
935,2015-05-08,광명태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
936,2015-05-08,대오 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
937,2015-05-08,한반도썬드림태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
938,2015-05-07,대광태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
939,2015-05-07,영빛둘 태양광발전소,99,강원특별자치도 영월군 남면 창원리 717-19,태양광,사업개시
940,2015-05-07,시성태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
941,2015-05-07,녹원태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
943,2015-05-07,태광 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
944,2015-05-07,소백 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
945,2015-05-07,세자매 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
946,2015-05-07,신형태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
947,2015-05-07,하울SG태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
948,2015-05-07,범영태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
949,2015-05-07,소망 태양광발전소,99,강원특별자치도 영월군 남면 창원리 산 202번지,태양광,사업개시
950,2015-05-07,대기풍력발전(주) 대기 제2풍력발전,2350,강원특별자치도 강릉시 왕산면 대기리 2214-102,풍력,사업개시
951,2015-05-07,대기풍력발전(주) 대기 제1풍력발전,2350,강원특별자치도 강릉시 왕산면 대기리 2214번지 102,풍력,사업개시
952,2015-05-06,윤진태양광발전소,99,"강원특별자치도 속초시 노학동 1000번지 113호 1002-18, 1003",태양광,사업개시
954,2015-05-01,박옥순태양광발전소,16.47,강원특별자치도 원주시 판부면 서곡리166-4번지,태양광,사업개시
955,2015-05-01,승원 태양광발전소,97.2,강원특별자치도 강릉시 왕산면 왕산리 633번지 3호,태양광,사업개시
956,2015-05-01,웜 썬샤인태양광발전소,97.2,강원특별자치도 강릉시 왕산면 왕산리 633번지 1호,태양광,사업개시
957,2015-05-01,일광 태양광발전소,97.2,강원특별자치도 강릉시 왕산면 왕산리 633번지 2호,태양광,사업개시
959,2015-04-27,김영일태양광발전소,14,강원특별자치도 춘천시 금강로13번길 10 (소양로3가),태양광,사업개시
960,2015-04-27,회봉힐발전소,28,"강원특별자치도 영월군 수주면 두산리 592번지 592-5,593",태양광,사업개시
961,2015-04-24,일오삼사태양광발전소3호,99,강원특별자치도 홍천군 설악로 2426,태양광,사업개시
963,2015-04-22,행복 태양광발전소,99,강원특별자치도 춘천시 동내면 사암리 1122번지,태양광,사업개시
964,2015-04-22,노곡3리영농조합법인 (1호 태양광발전소),99,강원특별자치도 삼척시 원덕읍 노곡리 561-2,태양광,공사진행
965,2015-04-22,수광 태양광발전소,200,강원특별자치도 평창군 대화면 하안미리 626번지,태양광,사업개시
966,2015-04-17,산성태양광발전소,62.4,강원특별자치도 인제군 인제읍 덕산리 504번지 1호,태양광,사업개시
967,2015-04-16,에스지에너지태양광발전소,400,강원특별자치도 철원군 서면 와수리 산 5번지 12호,태양광,사업개시
969,2015-04-16,남경2태양광발전소,99,강원특별자치도 강릉시 백두대간로 437,태양광,사업개시
971,2015-04-16,햇살태양광발전소,99,강원특별자치도 강릉시 성산면 관음리 산 380번지 산380-1,태양광,사업개시
972,2015-04-15,(주)고성태양광발전소,99,강원특별자치도 고성군 간성읍 탑동리 255번지 14호,태양광,사업개시
973,2015-04-15,동해발전 태양광발전소,99,강원특별자치도 고성군 거진읍 석문리 49번지 1호,태양광,사업개시
974,2015-04-15,(주)이에쓰,1315.44,강원특별자치도 고성군 거진읍 용하리 산 16번지,태양광,사업개시
976,2015-04-15,석장골쏠라5호 태양광발전소,97.92,강원특별자치도 양구군 남면 구암리 274번지 1호,태양광,사업개시
977,2015-04-15,안대리발전소,69.44,강원특별자치도 양구군 양구읍 안대리 142번지 1호,태양광,사업개시
979,2015-04-15,동창 태양광발전소,99,강원특별자치도 홍천군 내촌면 물걸리 산 138번지,태양광,사업개시
980,2015-04-15,해담 태양광발전소,98.56,강원특별자치도 정선군 임계면 문래리 산 52번지,태양광,사업개시
