연도	시도	시군구	업종별	 1월 
2026	광주광역시	광산구	가죽. 신발	 172,146 
2026	광주광역시	광산구	목재. 나무	 363,908 
2026	광주광역시	광산구	펄프. 종이	 4,228,351 
2026	광주광역시	광산구	출판. 인쇄	 1,295,116 
2026	광주광역시	광산구	석유  정제	 46,185 
2026	광주광역시	광산구	화학  제품	 4,866,130 
2026	광주광역시	광산구	고무. 플라	 15,392,148 
2026	광주광역시	광산구	유      리	 334,662 
2026	광주광역시	광산구	시  멘  트	 1,374,169 
2026	광주광역시	광산구	1차   금속	 2,789,666 
2026	광주광역시	광산구	조립  금속	 10,460,638 
2026	광주광역시	광산구	기타  기계	 13,062,468 
2026	광주광역시	광산구	사무  기기	 250,714 
2026	광주광역시	광산구	전기  기기	 18,664,252 
2026	광주광역시	광산구	영상. 음향	 28,529,667 
2026	광주광역시	광산구	의료. 광학	 1,403,615 
2026	광주광역시	광산구	자  동  차	 30,094,917 
2026	광주광역시	광산구	기타  운송	 21,556 
2026	광주광역시	광산구	가구및기타	 420,668 
2026	광주광역시	광산구	재생  재료	 406,425 
2026	광주광역시	광산구	수      도	 1,040,149 
2026	광주광역시	광산구	사업자  용	 417,133 
2026	광주광역시	광산구	전      철	 550,637 
2026	광주광역시	광산구	가정용부문	 53,924,333 
2026	광주광역시	광산구	국  군  용	 1,438,867 
2026	광주광역시	광산구	유엔군  용	 381,602 
2026	광주광역시	광산구	기타공공용	 12,593,386 
2026	광주광역시	광산구	관  공  용	 3,057,938 
2026	광주광역시	광산구	순수써비스	 85,737,915 
2026	광주광역시	광산구	합 계	 314,358,496 
2026	광주광역시	남구	농업. 임업	 1,010,193 
2026	광주광역시	남구	금속비금속	 2,078 
2026	광주광역시	남구	식료품제조	 197,300 
2026	광주광역시	남구	음료품제조	 206 
2026	광주광역시	남구	섬      유	 9,425 
2026	광주광역시	남구	의복. 모피	 17,048 
2026	광주광역시	남구	목재. 나무	 9,857 
2026	광주광역시	남구	펄프. 종이	 1,251 
2026	광주광역시	남구	출판. 인쇄	 8,944 
2026	광주광역시	남구	석유  정제	 830 
2026	광주광역시	남구	화학  제품	 52,889 
2026	광주광역시	남구	시  멘  트	 58,621 
2026	광주광역시	남구	1차   금속	 23,750 
2026	광주광역시	남구	조립  금속	 128,762 
2026	광주광역시	남구	기타  기계	 55,357 
2026	광주광역시	남구	전기  기기	 52,322 
2026	광주광역시	남구	영상. 음향	 10,853 
2026	광주광역시	남구	의료. 광학	 97,683 
2026	광주광역시	남구	자  동  차	 456,804 
2026	광주광역시	남구	가구및기타	 7,110 
2026	광주광역시	남구	재생  재료	 17,499 
2026	광주광역시	남구	수      도	 732,398 
2026	광주광역시	남구	사업자  용	 26,649 
2026	광주광역시	남구	가정용부문	 29,396,308 
2026	광주광역시	남구	국  군  용	 881 
2026	광주광역시	남구	기타공공용	 4,752,894 
2026	광주광역시	남구	관  공  용	 1,472,976 
2026	광주광역시	남구	순수써비스	 34,938,262 
2026	광주광역시	남구	합 계	 73,539,150 
2026	대전광역시	동구	농업. 임업	 392,551 
2026	대전광역시	동구	어      업	 13,489 
2026	대전광역시	동구	금속비금속	 12,351 
2026	대전광역시	동구	식료품제조	 1,543,043 
2026	대전광역시	동구	음료품제조	 2,892 
2026	대전광역시	동구	섬      유	 52,736 
2026	대전광역시	동구	의복. 모피	 75,373 
2026	대전광역시	동구	가죽. 신발	 5,221 
2026	대전광역시	동구	목재. 나무	 71,301 
2026	대전광역시	동구	펄프. 종이	 169,018 
2026	대전광역시	동구	출판. 인쇄	 634,708 
2026	대전광역시	동구	화학  제품	 233,108 
2026	대전광역시	동구	고무. 플라	 183,735 
2026	대전광역시	동구	유      리	 27,102 
2026	대전광역시	동구	시  멘  트	 113,749 
2026	대전광역시	동구	1차   금속	 20,072 
2026	대전광역시	동구	조립  금속	 199,026 
2026	대전광역시	동구	기타  기계	 617,203 
2026	대전광역시	동구	사무  기기	 6,013 
2026	대전광역시	동구	전기  기기	 34,938 
2026	대전광역시	동구	영상. 음향	 22,881 
2026	대전광역시	동구	의료. 광학	 86,225 
2026	대전광역시	동구	자  동  차	 185,625 
2026	대전광역시	동구	기타  운송	 6,603 
2026	대전광역시	동구	가구및기타	 413,796 
2026	대전광역시	동구	수      도	 716,612 
2026	대전광역시	동구	사업자  용	 333,713 
2026	대전광역시	동구	전      철	 1,127,729 
2026	대전광역시	동구	가정용부문	 30,030,425 
2026	대전광역시	동구	국  군  용	 59,578 
2026	대전광역시	동구	유엔군  용	 3,185 
2026	대전광역시	동구	기타공공용	 6,689,301 
2026	대전광역시	동구	관  공  용	 2,444,790 
2026	대전광역시	동구	순수써비스	 46,848,221 
2026	대전광역시	동구	합 계	 93,376,313 
2026	대전광역시	중구	농업. 임업	 286,451 
2026	대전광역시	중구	어      업	 10,587 
2026	대전광역시	중구	금속비금속	 80,964 
2026	대전광역시	중구	식료품제조	 948,955 
2026	대전광역시	중구	음료품제조	 16,990 
2026	대전광역시	중구	섬      유	 26,737 
2026	대전광역시	중구	의복. 모피	 47,841 
2026	대전광역시	중구	가죽. 신발	 15,580 
2026	대전광역시	중구	목재. 나무	 13,520 
2026	대전광역시	중구	펄프. 종이	 14,713 
2026	대전광역시	중구	출판. 인쇄	 16,354 
2026	대전광역시	중구	화학  제품	 26,405 
2026	대전광역시	중구	고무. 플라	 27,306 
2026	대전광역시	중구	유      리	 25,664 
2026	대전광역시	중구	시  멘  트	 257,376 
2026	대전광역시	중구	1차   금속	 2,790 
2026	대전광역시	중구	조립  금속	 29,205 
2026	대전광역시	중구	기타  기계	 47,665 
2026	대전광역시	중구	사무  기기	 3,788 
2026	대전광역시	중구	전기  기기	 13,808 
2026	대전광역시	중구	영상. 음향	 13,217 
2026	대전광역시	중구	의료. 광학	 79,901 
2026	대전광역시	중구	자  동  차	 78,791 
2026	대전광역시	중구	가구및기타	 47,097 
2026	대전광역시	중구	재생  재료	 11,809 
2026	대전광역시	중구	수      도	 543,206 
2026	대전광역시	중구	사업자  용	 59,104 
2026	대전광역시	중구	전      철	 442,246 
2026	대전광역시	중구	가정용부문	 30,189,495 
2026	대전광역시	중구	기타공공용	 4,383,672 
2026	대전광역시	중구	관  공  용	 3,938,398 
2026	대전광역시	중구	순수써비스	 53,294,970 
2026	대전광역시	중구	합 계	 94,994,605 
2026	대전광역시	서구	농업. 임업	 657,401 
2026	대전광역시	서구	어      업	 11,968 
2026	대전광역시	서구	식료품제조	 468,266 
2026	대전광역시	서구	음료품제조	 200,256 
2026	대전광역시	서구	섬      유	 102,147 
2026	대전광역시	서구	의복. 모피	 40,631 
2026	대전광역시	서구	가죽. 신발	 15,515 
2026	대전광역시	서구	목재. 나무	 30,046 
2026	대전광역시	서구	펄프. 종이	 33,477 
2026	대전광역시	서구	출판. 인쇄	 22,791 
2026	대전광역시	서구	석유  정제	 1,243 
2026	대전광역시	서구	화학  제품	 7,713 
2026	대전광역시	서구	고무. 플라	 156,366 
2026	대전광역시	서구	유      리	 9,869 
2026	대전광역시	서구	시  멘  트	 102,287 
2026	대전광역시	서구	1차   금속	 9,036 
2026	대전광역시	서구	조립  금속	 178,633 
2026	대전광역시	서구	기타  기계	 37,910 
2026	대전광역시	서구	전기  기기	 994 
2026	대전광역시	서구	영상. 음향	 2,468 
2026	대전광역시	서구	의료. 광학	 59,476 
2026	대전광역시	서구	자  동  차	 64,858 
2026	대전광역시	서구	가구및기타	 100,669 
2026	대전광역시	서구	수      도	 1,516,692 
2026	대전광역시	서구	사업자  용	 319,713 
2026	대전광역시	서구	전      철	 818,669 
2026	대전광역시	서구	가정용부문	 62,168,907 
2026	대전광역시	서구	국  군  용	 32,706 
2026	대전광역시	서구	기타공공용	 8,455,256 
2026	대전광역시	서구	관  공  용	 6,409,560 
2026	대전광역시	서구	순수써비스	 104,528,670 
2026	대전광역시	서구	합 계	 186,564,193 
2026	대전광역시	대덕구	농업. 임업	 225,329 
2026	대전광역시	대덕구	어      업	 81 
2026	대전광역시	대덕구	금속비금속	 14,229 
2026	대전광역시	대덕구	식료품제조	 7,797,948 
2026	대전광역시	대덕구	음료품제조	 1,108,941 
2026	대전광역시	대덕구	담배제조업	 4,345,130 
2026	대전광역시	대덕구	섬      유	 2,080,958 
2026	대전광역시	대덕구	의복. 모피	 28,016 
2026	대전광역시	대덕구	가죽. 신발	 50,527 
2026	대전광역시	대덕구	목재. 나무	 232,245 
2026	대전광역시	대덕구	펄프. 종이	 46,779,791 
2026	대전광역시	대덕구	출판. 인쇄	 142,156 
2026	대전광역시	대덕구	석유  정제	 13,899 
2026	대전광역시	대덕구	화학  제품	 10,438,791 
2026	대전광역시	대덕구	고무. 플라	 21,827,378 
2026	대전광역시	대덕구	유      리	 369,658 
2026	대전광역시	대덕구	시  멘  트	 1,371,250 
2026	대전광역시	대덕구	1차   금속	 2,711,418 
2026	대전광역시	대덕구	조립  금속	 3,224,736 
2026	대전광역시	대덕구	기타  기계	 3,581,362 
2026	대전광역시	대덕구	사무  기기	 958 
2026	대전광역시	대덕구	전기  기기	 6,511,831 
2026	대전광역시	대덕구	영상. 음향	 7,418,993 
2026	대전광역시	대덕구	의료. 광학	 3,650,186 
2026	대전광역시	대덕구	자  동  차	 15,818,323 
2026	대전광역시	대덕구	기타  운송	 399,281 
2026	대전광역시	대덕구	가구및기타	 748,133 
2026	대전광역시	대덕구	재생  재료	 191,389 
2026	대전광역시	대덕구	수      도	 4,600,368 
2026	대전광역시	대덕구	사업자  용	 49,227 
2026	대전광역시	대덕구	가정용부문	 21,556,288 
2026	대전광역시	대덕구	국  군  용	 323,349 
2026	대전광역시	대덕구	유엔군  용	 14,648 
2026	대전광역시	대덕구	기타공공용	 4,136,204 
2026	대전광역시	대덕구	관  공  용	 2,962,779 
2026	대전광역시	대덕구	순수써비스	 55,364,574 
2026	대전광역시	대덕구	합 계	 230,090,374 
2026	대전광역시	유성구	농업. 임업	 1,964,617 
2026	대전광역시	유성구	어      업	 124,188 
2026	대전광역시	유성구	식료품제조	 665,843 
2026	대전광역시	유성구	음료품제조	 49,922 
2026	대전광역시	유성구	섬      유	 245,700 
2026	대전광역시	유성구	의복. 모피	 2,641 
2026	대전광역시	유성구	가죽. 신발	 3,504 
2026	대전광역시	유성구	목재. 나무	 58,286 
2026	대전광역시	유성구	펄프. 종이	 88,007 
2026	대전광역시	유성구	출판. 인쇄	 25,580 
2026	대전광역시	유성구	화학  제품	 7,003,257 
2026	대전광역시	유성구	고무. 플라	 1,573,239 
2026	대전광역시	유성구	유      리	 606,314 
2026	대전광역시	유성구	시  멘  트	 418,557 
2026	대전광역시	유성구	1차   금속	 1,206,647 
2026	대전광역시	유성구	조립  금속	 433,686 
2026	대전광역시	유성구	기타  기계	 4,845,090 
2026	대전광역시	유성구	사무  기기	 447,355 
2026	대전광역시	유성구	전기  기기	 1,972,655 
2026	대전광역시	유성구	영상. 음향	 7,553,409 
2026	대전광역시	유성구	의료. 광학	 6,921,391 
2026	대전광역시	유성구	자  동  차	 371,540 
2026	대전광역시	유성구	기타  운송	 898,110 
2026	대전광역시	유성구	가구및기타	 446,481 
2026	대전광역시	유성구	재생  재료	 3,793 
2026	대전광역시	유성구	수      도	 1,134,867 
2026	대전광역시	유성구	사업자  용	 1,599,290 
2026	대전광역시	유성구	전      철	 854,189 
2026	대전광역시	유성구	가정용부문	 51,657,703 
2026	대전광역시	유성구	국  군  용	 3,720,802 
2026	대전광역시	유성구	기타공공용	 52,991,517 
2026	대전광역시	유성구	관  공  용	 15,178,655 
2026	대전광역시	유성구	순수써비스	 166,896,927 
2026	대전광역시	유성구	합 계	 331,963,762 
2026	울산광역시	북구	농업. 임업	 1,684,013 
2026	울산광역시	북구	어      업	 70,434 
2026	울산광역시	북구	석탄. 원유	 51 
2026	울산광역시	북구	식료품제조	 303,444 
2026	울산광역시	북구	음료품제조	 78,078 
2026	울산광역시	북구	섬      유	 32,139 
2026	울산광역시	북구	의복. 모피	 5,116 
2026	울산광역시	북구	가죽. 신발	 6,737 
2026	울산광역시	북구	목재. 나무	 48,162 
2026	울산광역시	북구	펄프. 종이	 53,935 
2026	울산광역시	북구	출판. 인쇄	 7,262 
2026	울산광역시	북구	화학  제품	 353,689 
2026	울산광역시	북구	고무. 플라	 802,372 
2026	울산광역시	북구	유      리	 30,121 
2026	울산광역시	북구	시  멘  트	 406,934 
2026	울산광역시	북구	1차   금속	 6,884,223 
2026	울산광역시	북구	조립  금속	 2,143,894 
2026	울산광역시	북구	기타  기계	 2,177,240 
2026	울산광역시	북구	전기  기기	 1,367,063 
2026	울산광역시	북구	영상. 음향	 1,099,122 
2026	울산광역시	북구	의료. 광학	 90,239 
2026	울산광역시	북구	자  동  차	 123,743,857 
2026	울산광역시	북구	기타  운송	 762,016 
2026	울산광역시	북구	가구및기타	 96,519 
2026	울산광역시	북구	재생  재료	 20,389 
2026	울산광역시	북구	수      도	 2,144,383 
2026	울산광역시	북구	사업자  용	 70,598 
2026	울산광역시	북구	가정용부문	 28,655,912 
2026	울산광역시	북구	국  군  용	 95,487 
2026	울산광역시	북구	기타공공용	 2,576,669 
2026	울산광역시	북구	관  공  용	 3,232,487 
2026	울산광역시	북구	순수써비스	 36,517,388 
2026	울산광역시	북구	합 계	 215,559,973 
2026	울산광역시	동구	농업. 임업	 50,766 
2026	울산광역시	동구	어      업	 8,041 
2026	울산광역시	동구	식료품제조	 139,898 
2026	울산광역시	동구	의복. 모피	 11,780 
2026	울산광역시	동구	가죽. 신발	 102 
2026	울산광역시	동구	목재. 나무	 1,242 
2026	울산광역시	동구	출판. 인쇄	 1,870 
2026	울산광역시	동구	화학  제품	 4,680,564 
2026	울산광역시	동구	시  멘  트	 13,507 
2026	울산광역시	동구	1차   금속	 3,519 
2026	울산광역시	동구	조립  금속	 546 
2026	울산광역시	동구	기타  기계	 6,387 
2026	울산광역시	동구	전기  기기	 15,050 
2026	울산광역시	동구	의료. 광학	 8,132 
2026	울산광역시	동구	자  동  차	 3,117,170 
2026	울산광역시	동구	기타  운송	 89,428,544 
2026	울산광역시	동구	가구및기타	 17,605 
2026	울산광역시	동구	수      도	 385,386 
2026	울산광역시	동구	사업자  용	 27,521 
2026	울산광역시	동구	가정용부문	 19,676,569 
2026	울산광역시	동구	국  군  용	 23,938 
2026	울산광역시	동구	기타공공용	 2,071,978 
2026	울산광역시	동구	관  공  용	 2,684,392 
2026	울산광역시	동구	순수써비스	 22,408,438 
2026	울산광역시	동구	합 계	 144,782,945 
2026	울산광역시	중구	농업. 임업	 289,869 
2026	울산광역시	중구	어      업	 2,857 
2026	울산광역시	중구	식료품제조	 223,937 
2026	울산광역시	중구	음료품제조	 167 
2026	울산광역시	중구	섬      유	 3,979 
2026	울산광역시	중구	의복. 모피	 5,404 
2026	울산광역시	중구	목재. 나무	 2,392 
2026	울산광역시	중구	펄프. 종이	 5,797 
2026	울산광역시	중구	출판. 인쇄	 13,194 
2026	울산광역시	중구	화학  제품	 302,624 
2026	울산광역시	중구	고무. 플라	 4,827 
2026	울산광역시	중구	시  멘  트	 2,310 
2026	울산광역시	중구	1차   금속	 14,116 
2026	울산광역시	중구	조립  금속	 27,458 
2026	울산광역시	중구	기타  기계	 20,837 
2026	울산광역시	중구	전기  기기	 18,712 
2026	울산광역시	중구	영상. 음향	 3,751 
2026	울산광역시	중구	의료. 광학	 225,372 
2026	울산광역시	중구	자  동  차	 63,524 
2026	울산광역시	중구	기타  운송	 825 
2026	울산광역시	중구	가구및기타	 18,465 
2026	울산광역시	중구	수      도	 541,874 
2026	울산광역시	중구	사업자  용	 21,552 
2026	울산광역시	중구	가정용부문	 27,255,342 
2026	울산광역시	중구	기타공공용	 2,005,013 
2026	울산광역시	중구	관  공  용	 2,150,804 
2026	울산광역시	중구	순수써비스	 33,053,665 
2026	울산광역시	중구	합 계	 66,278,667 
2026	울산광역시	남구	농업. 임업	 65,596 
2026	울산광역시	남구	어      업	 6,987 
2026	울산광역시	남구	금속비금속	 108,190 
2026	울산광역시	남구	식료품제조	 12,510,013 
2026	울산광역시	남구	음료품제조	 79,074 
2026	울산광역시	남구	섬      유	 14,952,499 
2026	울산광역시	남구	의복. 모피	 8,022 
2026	울산광역시	남구	가죽. 신발	 52,637 
2026	울산광역시	남구	목재. 나무	 283,139 
2026	울산광역시	남구	펄프. 종이	 457,863 
2026	울산광역시	남구	출판. 인쇄	 60,408 
2026	울산광역시	남구	석유  정제	 317,211,658 
2026	울산광역시	남구	화학  제품	 484,362,241 
2026	울산광역시	남구	고무. 플라	 29,627,795 
2026	울산광역시	남구	유      리	 29,055 
2026	울산광역시	남구	시  멘  트	 352,287 
2026	울산광역시	남구	1차   금속	 19,953,675 
2026	울산광역시	남구	조립  금속	 1,936,779 
2026	울산광역시	남구	기타  기계	 2,988,949 
2026	울산광역시	남구	사무  기기	 726 
2026	울산광역시	남구	전기  기기	 2,988,734 
2026	울산광역시	남구	영상. 음향	 428,942 
2026	울산광역시	남구	의료. 광학	 826,766 
2026	울산광역시	남구	자  동  차	 13,275,083 
2026	울산광역시	남구	기타  운송	 3,381,980 
2026	울산광역시	남구	가구및기타	 27,672 
2026	울산광역시	남구	재생  재료	 76,165 
2026	울산광역시	남구	수      도	 2,963,763 
2026	울산광역시	남구	사업자  용	 7,374,749 
2026	울산광역시	남구	가정용부문	 41,096,414 
2026	울산광역시	남구	국  군  용	 646 
2026	울산광역시	남구	기타공공용	 7,524,898 
2026	울산광역시	남구	관  공  용	 7,466,575 
2026	울산광역시	남구	순수써비스	 146,372,152 
2026	울산광역시	남구	합 계	 1,118,852,132 
2026	울산광역시	울주군	농업. 임업	 5,498,656 
2026	울산광역시	울주군	어      업	 492,574 
2026	울산광역시	울주군	석탄. 원유	 5,283 
2026	울산광역시	울주군	금속비금속	 717,325 
2026	울산광역시	울주군	식료품제조	 2,735,731 
2026	울산광역시	울주군	음료품제조	 848,061 
2026	울산광역시	울주군	섬      유	 1,018,367 
2026	울산광역시	울주군	의복. 모피	 64,296 
2026	울산광역시	울주군	가죽. 신발	 63 
2026	울산광역시	울주군	목재. 나무	 1,091,243 
2026	울산광역시	울주군	펄프. 종이	 35,302,816 
2026	울산광역시	울주군	출판. 인쇄	 199,317 
2026	울산광역시	울주군	석유  정제	 187,769,353 
2026	울산광역시	울주군	화학  제품	 243,608,015 
2026	울산광역시	울주군	고무. 플라	 6,984,478 
2026	울산광역시	울주군	유      리	 8,280,173 
2026	울산광역시	울주군	시  멘  트	 2,910,566 
2026	울산광역시	울주군	1차   금속	 194,782,353 
2026	울산광역시	울주군	조립  금속	 13,890,552 
2026	울산광역시	울주군	기타  기계	 13,054,374 
2026	울산광역시	울주군	사무  기기	 286,206 
2026	울산광역시	울주군	전기  기기	 54,330,493 
2026	울산광역시	울주군	영상. 음향	 1,414,342 
2026	울산광역시	울주군	의료. 광학	 1,120,346 
2026	울산광역시	울주군	자  동  차	 51,696,679 
2026	울산광역시	울주군	기타  운송	 9,022,529 
2026	울산광역시	울주군	가구및기타	 410,282 
2026	울산광역시	울주군	재생  재료	 224,353 
2026	울산광역시	울주군	수      도	 8,610,861 
2026	울산광역시	울주군	사업자  용	 21,247,559 
2026	울산광역시	울주군	전      철	 2,341,511 
2026	울산광역시	울주군	가정용부문	 29,459,796 
2026	울산광역시	울주군	국  군  용	 103,714 
2026	울산광역시	울주군	기타공공용	 18,061,019 
2026	울산광역시	울주군	관  공  용	 4,855,888 
2026	울산광역시	울주군	순수써비스	 64,488,437 
2026	울산광역시	울주군	합 계	 986,927,611 
2026	경기도	의정부시	농업. 임업	 307,799 
2026	경기도	의정부시	어      업	 7,097 
2026	경기도	의정부시	금속비금속	 4,952 
2026	경기도	의정부시	식료품제조	 898,361 
2026	경기도	의정부시	음료품제조	 49,554 
2026	경기도	의정부시	섬      유	 302,860 
2026	경기도	의정부시	의복. 모피	 442,837 
2026	경기도	의정부시	가죽. 신발	 14,095 
2026	경기도	의정부시	목재. 나무	 33,299 
2026	경기도	의정부시	펄프. 종이	 24,295 
2026	경기도	의정부시	출판. 인쇄	 171,091 
2026	경기도	의정부시	석유  정제	 1,583 
2026	경기도	의정부시	화학  제품	 187,795 
2026	경기도	의정부시	고무. 플라	 176,666 
2026	경기도	의정부시	유      리	 27,009 
2026	경기도	의정부시	시  멘  트	 509,636 
2026	경기도	의정부시	1차   금속	 35,000 
2026	경기도	의정부시	조립  금속	 117,709 
2026	경기도	의정부시	기타  기계	 160,370 
2026	경기도	의정부시	전기  기기	 269,493 
2026	경기도	의정부시	영상. 음향	 298,402 
2026	경기도	의정부시	의료. 광학	 277,341 
2026	경기도	의정부시	자  동  차	 55,203 
2026	경기도	의정부시	기타  운송	 2,662 
2026	경기도	의정부시	가구및기타	 347,138 
2026	경기도	의정부시	수      도	 2,837,231 
2026	경기도	의정부시	사업자  용	 464,287 
2026	경기도	의정부시	전      철	 1,379,137 
2026	경기도	의정부시	가정용부문	 66,476,937 
2026	경기도	의정부시	국  군  용	 86,924 
2026	경기도	의정부시	유엔군  용	 40,334 
2026	경기도	의정부시	기타공공용	 17,602,586 
2026	경기도	의정부시	관  공  용	 7,392,137 
2026	경기도	의정부시	순수써비스	 89,242,177 
2026	경기도	의정부시	합 계	 190,243,997 
2026	경기도	광명시	농업. 임업	 786,222 
2026	경기도	광명시	어      업	 26,274 
2026	경기도	광명시	금속비금속	 32,076 
2026	경기도	광명시	식료품제조	 233,472 
2026	경기도	광명시	섬      유	 44,112 
2026	경기도	광명시	의복. 모피	 60,041 
2026	경기도	광명시	가죽. 신발	 48,023 
2026	경기도	광명시	목재. 나무	 33,837 
2026	경기도	광명시	펄프. 종이	 36,244 
2026	경기도	광명시	출판. 인쇄	 30,997 
2026	경기도	광명시	화학  제품	 189,511 
2026	경기도	광명시	고무. 플라	 252,893 
2026	경기도	광명시	유      리	 38,367 
2026	경기도	광명시	시  멘  트	 247,444 
2026	경기도	광명시	1차   금속	 382,738 
2026	경기도	광명시	조립  금속	 297,543 
2026	경기도	광명시	기타  기계	 654,666 
2026	경기도	광명시	사무  기기	 2,249 
2026	경기도	광명시	전기  기기	 77,489 
2026	경기도	광명시	영상. 음향	 736,681 
2026	경기도	광명시	의료. 광학	 240,646 
2026	경기도	광명시	자  동  차	 18,634,973 
2026	경기도	광명시	기타  운송	 12,738 
2026	경기도	광명시	가구및기타	 158,196 
2026	경기도	광명시	재생  재료	 49,945 
2026	경기도	광명시	수      도	 1,887,400 
2026	경기도	광명시	사업자  용	 216,424 
2026	경기도	광명시	가정용부문	 37,324,213 
2026	경기도	광명시	국  군  용	 438,920 
2026	경기도	광명시	기타공공용	 3,325,750 
2026	경기도	광명시	관  공  용	 3,403,330 
2026	경기도	광명시	순수써비스	 46,459,380 
2026	경기도	광명시	합 계	 116,362,794 
2026	경기도	평택시	농업. 임업	 15,299,761 
2026	경기도	평택시	어      업	 254,102 
2026	경기도	평택시	금속비금속	 992,827 
2026	경기도	평택시	식료품제조	 28,223,091 
2026	경기도	평택시	음료품제조	 311,937 
2026	경기도	평택시	섬      유	 3,644,201 
2026	경기도	평택시	의복. 모피	 91,104 
2026	경기도	평택시	가죽. 신발	 304,621 
2026	경기도	평택시	목재. 나무	 1,660,336 
2026	경기도	평택시	펄프. 종이	 9,766,543 
2026	경기도	평택시	출판. 인쇄	 977,867 
2026	경기도	평택시	석유  정제	 311,964 
2026	경기도	평택시	화학  제품	 161,492,865 
2026	경기도	평택시	고무. 플라	 20,514,233 
2026	경기도	평택시	유      리	 2,924,125 
2026	경기도	평택시	시  멘  트	 2,694,684 
2026	경기도	평택시	1차   금속	 24,976,331 
2026	경기도	평택시	조립  금속	 15,154,490 
2026	경기도	평택시	기타  기계	 32,276,241 
2026	경기도	평택시	사무  기기	 1,024,282 
2026	경기도	평택시	전기  기기	 14,244,860 
2026	경기도	평택시	영상. 음향	 1,232,368,808 
2026	경기도	평택시	의료. 광학	 15,585,075 
2026	경기도	평택시	자  동  차	 60,280,393 
2026	경기도	평택시	기타  운송	 802,272 
2026	경기도	평택시	가구및기타	 2,270,323 
2026	경기도	평택시	재생  재료	 2,997,463 
2026	경기도	평택시	수      도	 1,923,282 
2026	경기도	평택시	사업자  용	 1,368,348 
2026	경기도	평택시	가정용부문	 98,324,053 
2026	경기도	평택시	국  군  용	 6,138,596 
2026	경기도	평택시	유엔군  용	 39,876,084 
2026	경기도	평택시	기타공공용	 30,458,624 
2026	경기도	평택시	관  공  용	 7,352,812 
2026	경기도	평택시	순수써비스	 221,065,706 
2026	경기도	평택시	합 계	 2,057,952,304 
2026	경기도	동두천시	농업. 임업	 736,368 
2026	경기도	동두천시	어      업	 7,457 
2026	경기도	동두천시	금속비금속	 89,132 
2026	경기도	동두천시	식료품제조	 2,306,504 
2026	경기도	동두천시	음료품제조	 4,641 
2026	경기도	동두천시	섬      유	 2,009,459 
2026	경기도	동두천시	의복. 모피	 137,105 
2026	경기도	동두천시	가죽. 신발	 1,879,908 
2026	경기도	동두천시	목재. 나무	 87,348 
2026	경기도	동두천시	펄프. 종이	 617,105 
2026	경기도	동두천시	출판. 인쇄	 4,414 
2026	경기도	동두천시	석유  정제	 47,441 
2026	경기도	동두천시	화학  제품	 1,370,145 
2026	경기도	동두천시	고무. 플라	 547,833 
2026	경기도	동두천시	시  멘  트	 122,542 
2026	경기도	동두천시	1차   금속	 326,819 
2026	경기도	동두천시	조립  금속	 625,445 
2026	경기도	동두천시	기타  기계	 1,123,663 
2026	경기도	동두천시	전기  기기	 733,494 
2026	경기도	동두천시	영상. 음향	 312,046 
2026	경기도	동두천시	의료. 광학	 297,948 
2026	경기도	동두천시	자  동  차	 120,203 
2026	경기도	동두천시	가구및기타	 48,889 
2026	경기도	동두천시	재생  재료	 315,151 
2026	경기도	동두천시	수      도	 926,890 
2026	경기도	동두천시	사업자  용	 119,991 
2026	경기도	동두천시	가정용부문	 12,521,689 
2026	경기도	동두천시	국  군  용	 156,972 
2026	경기도	동두천시	유엔군  용	 7,178,518 
2026	경기도	동두천시	기타공공용	 1,768,141 
2026	경기도	동두천시	관  공  용	 2,600,926 
2026	경기도	동두천시	순수써비스	 24,846,894 
2026	경기도	동두천시	합 계	 63,991,081 
2026	경기도	안산시	농업. 임업	 2,278,226 
2026	경기도	안산시	어      업	 47,901 
2026	경기도	안산시	석탄. 원유	 3,734 
2026	경기도	안산시	금속비금속	 1,006,315 
2026	경기도	안산시	식료품제조	 15,877,054 
2026	경기도	안산시	음료품제조	 1,720,247 
2026	경기도	안산시	담배제조업	 21,464 
2026	경기도	안산시	섬      유	 22,939,046 
2026	경기도	안산시	의복. 모피	 660,297 
2026	경기도	안산시	가죽. 신발	 3,096,906 
2026	경기도	안산시	목재. 나무	 3,407,105 
2026	경기도	안산시	펄프. 종이	 32,103,442 
2026	경기도	안산시	출판. 인쇄	 11,263,527 
2026	경기도	안산시	석유  정제	 1,432,132 
2026	경기도	안산시	화학  제품	 42,148,502 
2026	경기도	안산시	고무. 플라	 10,018,778 
2026	경기도	안산시	유      리	 2,045,310 
2026	경기도	안산시	시  멘  트	 5,887,866 
2026	경기도	안산시	1차   금속	 30,652,914 
2026	경기도	안산시	조립  금속	 34,611,536 
2026	경기도	안산시	기타  기계	 42,165,133 
2026	경기도	안산시	사무  기기	 360,067 
2026	경기도	안산시	전기  기기	 17,988,873 
2026	경기도	안산시	영상. 음향	 94,570,914 
2026	경기도	안산시	의료. 광학	 34,700,339 
2026	경기도	안산시	자  동  차	 26,683,154 
2026	경기도	안산시	기타  운송	 1,186,745 
2026	경기도	안산시	가구및기타	 6,552,143 
2026	경기도	안산시	재생  재료	 277,244 
2026	경기도	안산시	수      도	 2,375,045 
2026	경기도	안산시	사업자  용	 248,223 
2026	경기도	안산시	가정용부문	 90,618,147 
